id,full_name,url,stars,forks,commit,openIssue,closedIssue,collaborators,last_activity
234804580,Tachionstrahl/SignLanguageRecognition,https://api.github.com/repos/Tachionstrahl/SignLanguageRecognition,56,19,285,5,6,4,2021-04-16T16:07:42Z
125108687,gcamfer/Anomaly-ReactionRL,https://api.github.com/repos/gcamfer/Anomaly-ReactionRL,63,28,114,3,8,3,2022-02-11T12:28:21Z
233400525,bhadreshpsavani/CarPartsDetectionChallenge,https://api.github.com/repos/bhadreshpsavani/CarPartsDetectionChallenge,40,13,346,4,3,3,2022-02-11T03:04:34Z
137585470,cpmpercussion/keras-mdn-layer,https://api.github.com/repos/cpmpercussion/keras-mdn-layer,142,38,109,10,13,3,2022-02-11T02:50:11Z
125566590,bricewalker/Hey-Jetson,https://api.github.com/repos/bricewalker/Hey-Jetson,168,38,360,0,11,3,2022-02-11T02:32:08Z
107152954,sirimullalab/DLSCORE,https://api.github.com/repos/sirimullalab/DLSCORE,38,18,255,2,4,3,2022-02-10T04:22:17Z
75700443,hugochan/KATE,https://api.github.com/repos/hugochan/KATE,137,48,156,3,27,3,2022-02-10T01:12:18Z
149086461,plastering/plastering,https://api.github.com/repos/plastering/plastering,26,10,330,4,2,3,2022-02-10T00:27:56Z
86073365,zhangzhizza/HVAC-RL-Control,https://api.github.com/repos/zhangzhizza/HVAC-RL-Control,15,10,908,1,1,3,2022-02-10T00:23:52Z
144938099,kotritrona/osumapper,https://api.github.com/repos/kotritrona/osumapper,269,36,206,12,10,3,2022-02-10T00:10:41Z
129793058,MrGiovanni/UNetPlusPlus,https://api.github.com/repos/MrGiovanni/UNetPlusPlus,1611,431,171,42,28,3,2022-02-09T23:49:44Z
96311842,serengil/tensorflow-101,https://api.github.com/repos/serengil/tensorflow-101,778,554,457,0,22,3,2022-02-02T12:05:56Z
72460321,burakbayramli/books,https://api.github.com/repos/burakbayramli/books,138,138,506,0,1,3,2022-01-22T13:23:40Z
337705016,fcakyon/yolov5-pip,https://api.github.com/repos/fcakyon/yolov5-pip,115,19,162,2,33,3,2022-01-18T14:15:14Z
365587252,AutoViML/deep_autoviml,https://api.github.com/repos/AutoViML/deep_autoviml,87,23,129,5,9,3,2022-01-15T11:58:10Z
51673050,ScottfreeLLC/AlphaPy,https://api.github.com/repos/ScottfreeLLC/AlphaPy,704,158,413,12,29,3,2021-12-22T00:07:44Z
90831495,rameshvarun/NeuralKart,https://api.github.com/repos/rameshvarun/NeuralKart,649,54,153,8,3,3,2021-12-21T02:31:48Z
140285687,osmr/imgclsmob,https://api.github.com/repos/osmr/imgclsmob,2454,499,2476,6,83,3,2021-12-14T10:22:55Z
175776798,eth-cscs/tensorflow-training,https://api.github.com/repos/eth-cscs/tensorflow-training,13,12,116,0,4,3,2021-11-23T09:35:35Z
315747164,wandb/edu,https://api.github.com/repos/wandb/edu,63,14,232,11,46,3,2021-11-17T20:50:03Z
80655163,ellisdg/3DUnetCNN,https://api.github.com/repos/ellisdg/3DUnetCNN,1455,613,372,6,252,3,2021-11-03T16:23:46Z
135913708,kujirahand/book-mlearn-gyomu,https://api.github.com/repos/kujirahand/book-mlearn-gyomu,109,83,104,1,7,3,2021-11-01T05:52:50Z
199090254,kundajelab/bpnet,https://api.github.com/repos/kundajelab/bpnet,89,18,132,10,14,3,2021-10-22T20:40:15Z
189686717,kr-colab/locator,https://api.github.com/repos/kr-colab/locator,26,10,146,2,7,3,2021-10-21T18:00:55Z
102374838,sigmaai/self-driving-golf-cart,https://api.github.com/repos/sigmaai/self-driving-golf-cart,183,63,449,3,11,3,2021-10-12T22:54:36Z
209161611,siavash-khodadadeh/MetaLearning-TF2.0,https://api.github.com/repos/siavash-khodadadeh/MetaLearning-TF2.0,97,19,327,2,5,3,2021-09-17T14:42:22Z
114399769,harish2704/pottan-ocr,https://api.github.com/repos/harish2704/pottan-ocr,44,11,244,3,11,3,2021-08-11T12:59:47Z
104943539,tensorpack/benchmarks,https://api.github.com/repos/tensorpack/benchmarks,89,30,129,0,7,3,2021-05-07T04:02:45Z
174365764,maelfabien/Multimodal-Emotion-Recognition,https://api.github.com/repos/maelfabien/Multimodal-Emotion-Recognition,505,211,357,10,4,3,2021-04-29T20:09:29Z
175599901,LPDI-EPFL/masif,https://api.github.com/repos/LPDI-EPFL/masif,287,84,440,15,24,3,2021-03-23T05:02:33Z
187989988,kpe/bert-for-tf2,https://api.github.com/repos/kpe/bert-for-tf2,749,179,184,25,63,3,2021-01-21T17:15:12Z
391777965,leondgarse/keras_cv_attention_models,https://api.github.com/repos/leondgarse/keras_cv_attention_models,95,13,324,2,5,2,2022-02-14T10:19:20Z
49189773,xiaoxiaoyao/MyApp,https://api.github.com/repos/xiaoxiaoyao/MyApp,51,31,309,0,1,2,2022-02-14T01:28:22Z
92888477,sarisabban/Notes,https://api.github.com/repos/sarisabban/Notes,17,42,627,0,2,2,2022-02-13T12:45:40Z
4939076,MartinThoma/algorithms,https://api.github.com/repos/MartinThoma/algorithms,196,108,559,2,1,2,2022-02-12T08:09:05Z
191784463,yongzhuo/Keras-TextClassification,https://api.github.com/repos/yongzhuo/Keras-TextClassification,1222,368,123,1,67,2,2022-02-11T12:13:17Z
127285630,csc-training/intro-to-dl,https://api.github.com/repos/csc-training/intro-to-dl,36,27,420,1,1,2,2022-02-11T10:48:07Z
2287140,burakbayramli/classnotes,https://api.github.com/repos/burakbayramli/classnotes,54,31,742,0,1,2,2022-02-11T08:47:50Z
122900465,goruck/smart-zoneminder,https://api.github.com/repos/goruck/smart-zoneminder,154,35,596,1,7,2,2022-02-11T05:00:52Z
137778789,jim-schwoebel/voicebook,https://api.github.com/repos/jim-schwoebel/voicebook,289,61,646,8,17,2,2022-02-11T03:11:06Z
145695374,svakulenk0/KBQA,https://api.github.com/repos/svakulenk0/KBQA,82,11,1431,4,3,2,2022-02-11T03:00:31Z
167753773,kylemath/DeepEEG,https://api.github.com/repos/kylemath/DeepEEG,135,40,288,19,11,2,2022-02-11T02:48:51Z
137504144,KieranLitschel/PredictingClosingPriceTomorrow,https://api.github.com/repos/KieranLitschel/PredictingClosingPriceTomorrow,19,14,597,0,2,2,2022-02-11T02:34:08Z
211178030,khanhnamle1994/MetaRec,https://api.github.com/repos/khanhnamle1994/MetaRec,192,46,315,1,1,2,2022-02-10T14:38:50Z
244779195,julrog/nn_vis,https://api.github.com/repos/julrog/nn_vis,619,123,134,2,14,2,2022-02-10T04:14:36Z
286760077,coleygroup/molpal,https://api.github.com/repos/coleygroup/molpal,74,18,465,1,9,2,2022-02-10T02:42:07Z
92058036,aschampion/diluvian,https://api.github.com/repos/aschampion/diluvian,20,16,413,8,7,2,2022-02-09T23:54:04Z
118878625,icoxfog417/baby-steps-of-rl-ja,https://api.github.com/repos/icoxfog417/baby-steps-of-rl-ja,349,212,197,4,38,2,2022-02-09T23:36:21Z
201675838,vibudh2209/D2,https://api.github.com/repos/vibudh2209/D2,57,21,143,1,3,2,2022-02-09T23:34:19Z
116224372,wucng/TensorExpand,https://api.github.com/repos/wucng/TensorExpand,344,241,352,15,3,2,2022-02-09T23:32:01Z
162232730,yyht/BERT,https://api.github.com/repos/yyht/BERT,30,10,2711,5,1,2,2022-02-09T23:28:46Z
190940467,pedropro/TACO,https://api.github.com/repos/pedropro/TACO,365,113,137,20,13,2,2022-02-07T20:00:10Z
256262711,huangrt01/CS-Notes,https://api.github.com/repos/huangrt01/CS-Notes,2956,431,158,1,3,2,2022-02-04T14:55:50Z
70790978,antoinecarme/pyaf,https://api.github.com/repos/antoinecarme/pyaf,353,57,1542,11,134,2,2022-01-31T22:17:34Z
62860862,GeoPyTool/GeoPyTool,https://api.github.com/repos/GeoPyTool/GeoPyTool,156,47,617,8,7,2,2022-01-27T09:02:47Z
42652510,berleon/deepdecoder,https://api.github.com/repos/berleon/deepdecoder,51,15,303,1,5,2,2022-01-21T18:56:23Z
271900493,MihawkHu/DCASE2020_task1,https://api.github.com/repos/MihawkHu/DCASE2020_task1,62,25,153,0,19,2,2022-01-20T08:45:53Z
144081173,philtabor/Youtube-Code-Repository,https://api.github.com/repos/philtabor/Youtube-Code-Repository,502,329,186,19,15,2,2022-01-17T12:54:35Z
18587808,gjbex/training-material,https://api.github.com/repos/gjbex/training-material,101,49,4749,3,13,2,2022-01-12T15:43:36Z
257438918,BBillot/SynthSeg,https://api.github.com/repos/BBillot/SynthSeg,89,22,214,2,17,2,2022-01-12T11:37:33Z
262872040,JacopoPan/a-minimalist-guide,https://api.github.com/repos/JacopoPan/a-minimalist-guide,37,11,346,0,1,2,2022-01-11T00:39:00Z
100740147,lishen/end2end-all-conv,https://api.github.com/repos/lishen/end2end-all-conv,270,108,362,15,9,2,2022-01-05T17:25:22Z
196534475,williamfzc/stagesepx,https://api.github.com/repos/williamfzc/stagesepx,351,101,582,21,137,2,2021-12-17T15:35:42Z
118073734,Koziev/chatbot,https://api.github.com/repos/Koziev/chatbot,162,44,466,23,23,2,2021-12-12T11:01:13Z
125501606,gionanide/Speech_Signal_Processing_and_Classification,https://api.github.com/repos/gionanide/Speech_Signal_Processing_and_Classification,182,60,186,2,1,2,2021-12-06T07:31:59Z
91879775,GauravBh1010tt/DeepLearn,https://api.github.com/repos/GauravBh1010tt/DeepLearn,1729,373,219,10,8,2,2021-12-05T07:00:47Z
144119757,khanhnamle1994/cracking-the-data-science-interview,https://api.github.com/repos/khanhnamle1994/cracking-the-data-science-interview,1621,510,518,0,1,2,2021-12-04T13:49:26Z
101189247,slerch/ppnn,https://api.github.com/repos/slerch/ppnn,37,21,221,0,1,2,2021-11-23T16:55:34Z
92932610,zfw1226/gym-unrealcv,https://api.github.com/repos/zfw1226/gym-unrealcv,239,51,666,6,12,2,2021-11-02T08:51:27Z
307009244,ben1234560/AiLearning-Theory-Applying,https://api.github.com/repos/ben1234560/AiLearning-Theory-Applying,1014,168,539,0,1,2,2021-10-27T04:38:19Z
176226132,Jungjee/RawNet,https://api.github.com/repos/Jungjee/RawNet,167,41,131,1,22,2,2021-10-12T05:23:00Z
182123498,johli/aparent,https://api.github.com/repos/johli/aparent,19,11,114,2,4,2,2021-10-01T16:03:11Z
184317473,CMU-CREATE-Lab/deep-smoke-machine,https://api.github.com/repos/CMU-CREATE-Lab/deep-smoke-machine,82,23,494,1,5,2,2021-09-16T11:09:41Z
139062293,ahmetozlu/tensorflow_object_counting_api,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api,1070,483,147,19,70,2,2021-09-12T10:37:45Z
240737265,lmoroney/tfbook,https://api.github.com/repos/lmoroney/tfbook,241,120,242,6,4,2,2021-09-07T21:11:17Z
77638266,KordingLab/Neural_Decoding,https://api.github.com/repos/KordingLab/Neural_Decoding,260,88,117,4,7,2,2021-09-07T17:47:47Z
96482151,guicho271828/latplan,https://api.github.com/repos/guicho271828/latplan,70,16,1600,0,9,2,2021-08-17T20:25:21Z
85496265,drscotthawley/panotti,https://api.github.com/repos/drscotthawley/panotti,250,75,310,16,19,2,2021-07-29T04:58:20Z
167427139,google-research/tensorflow_constrained_optimization,https://api.github.com/repos/google-research/tensorflow_constrained_optimization,265,47,149,12,1,2,2021-07-09T19:13:56Z
264489309,jphall663/GWU_rml,https://api.github.com/repos/jphall663/GWU_rml,21,14,277,0,1,2,2021-06-26T17:03:11Z
181169714,FabianGroeger96/cnn-number-detection,https://api.github.com/repos/FabianGroeger96/cnn-number-detection,47,12,123,1,10,2,2021-06-02T16:34:17Z
70411933,spillai/pybot,https://api.github.com/repos/spillai/pybot,60,19,1628,1,1,2,2021-06-01T22:11:13Z
15994566,gooofy/zamia-ai,https://api.github.com/repos/gooofy/zamia-ai,143,28,1546,0,10,2,2021-05-13T19:06:43Z
12484192,berak/opencv_smallfry,https://api.github.com/repos/berak/opencv_smallfry,56,24,267,0,3,2,2021-05-13T14:39:30Z
101130877,IcedDoggie/Micro-Expression-with-Deep-Learning,https://api.github.com/repos/IcedDoggie/Micro-Expression-with-Deep-Learning,217,97,115,34,7,2,2021-04-11T10:41:52Z
97203950,rahulremanan/python_tutorial,https://api.github.com/repos/rahulremanan/python_tutorial,34,39,564,0,3,2,2021-03-10T14:50:51Z
124969197,nabeel-oz/qlik-py-tools,https://api.github.com/repos/nabeel-oz/qlik-py-tools,155,79,393,21,91,2,2021-02-10T02:04:32Z
135771325,HunterMcGushion/hyperparameter_hunter,https://api.github.com/repos/HunterMcGushion/hyperparameter_hunter,682,91,1096,32,84,2,2021-01-20T03:52:41Z
192836380,Baymax94/children-python,https://api.github.com/repos/Baymax94/children-python,56,46,223,1,3,2,2021-01-18T05:17:31Z
